,x,y
0,-1.0,9.008071556088591
1,-0.8947368421052632,9.56381240710466
2,-0.7894736842105263,9.46914132428625
3,-0.6842105263157895,9.231020130177926
4,-0.5789473684210527,9.322247712525135
5,-0.4736842105263158,10.085547891433308
6,-0.368421052631579,9.4327718385201
7,-0.26315789473684215,9.615400900053205
8,-0.1578947368421053,10.022746596911237
9,-0.052631578947368474,10.052393123365329
10,0.05263157894736836,10.798556600284586
11,0.1578947368421053,10.143688781364954
12,0.26315789473684204,10.243547617419868
13,0.36842105263157876,10.318782584998951
14,0.4736842105263157,10.154438552920189
15,0.5789473684210527,10.558874451777529
16,0.6842105263157894,10.248503922519943
17,0.7894736842105261,10.60544288626127
18,0.894736842105263,11.20954404572357
19,1.0,10.644468242384814
